Color at (1490, 795): R=117, G=100, B=80
Color at (1490, 795): R=79, G=60, B=37
Color at (1490, 795): R=79, G=61, B=37
Color at (1490, 795): R=79, G=61, B=38
Color at (1490, 795): R=79, G=64, B=40
Color at (1490, 795): R=195, G=239, B=235
Color at (1490, 795): R=235, G=252, B=211
Color at (1490, 795): R=80, G=62, B=36
Color at (1490, 795): R=81, G=63, B=36
Color at (1490, 795): R=80, G=62, B=35
Color at (1490, 795): R=80, G=61, B=36
Color at (1490, 795): R=79, G=61, B=35
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=36
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=79, G=59, B=36
Color at (1490, 795): R=79, G=60, B=36
Color at (1490, 795): R=79, G=60, B=36
Color at (1490, 795): R=79, G=60, B=36
Color at (1490, 795): R=79, G=60, B=35
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=79, G=60, B=36
Color at (1490, 795): R=80, G=64, B=41
Color at (1490, 795): R=81, G=203, B=194
Color at (1490, 795): R=155, G=229, B=92
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=80, G=61, B=38
Color at (1490, 795): R=80, G=61, B=38
Color at (1490, 795): R=79, G=62, B=40
Color at (1490, 795): R=95, G=114, B=55
Color at (1490, 795): R=233, G=252, B=207
Color at (1490, 795): R=119, G=114, B=43
Color at (1490, 795): R=117, G=110, B=43
Color at (1490, 795): R=107, G=94, B=42
Color at (1490, 795): R=101, G=84, B=40
Color at (1490, 795): R=93, G=73, B=39
Color at (1490, 795): R=89, G=69, B=38
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=83, G=62, B=36
Color at (1490, 795): R=86, G=63, B=37
Color at (1490, 795): R=85, G=62, B=36
Color at (1490, 795): R=85, G=62, B=36
Color at (1490, 795): R=85, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=82, G=61, B=35
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=81, G=59, B=36
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=79, G=60, B=36
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=79, G=62, B=38
Color at (1490, 795): R=90, G=206, B=197
Color at (1490, 795): R=235, G=252, B=209
Color at (1490, 795): R=83, G=63, B=40
Color at (1490, 795): R=83, G=62, B=40
Color at (1490, 795): R=82, G=61, B=39
Color at (1490, 795): R=81, G=61, B=38
Color at (1490, 795): R=83, G=61, B=38
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=61, B=35
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=82, G=60, B=37
Color at (1490, 795): R=82, G=60, B=37
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=82, G=60, B=36
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=84, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=36
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=82, G=61, B=37
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=83, G=62, B=37
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=61, B=38
Color at (1490, 795): R=84, G=62, B=39
Color at (1490, 795): R=85, G=62, B=38
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=86, G=64, B=36
Color at (1490, 795): R=85, G=64, B=34
Color at (1490, 795): R=85, G=64, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=84, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=64, B=35
Color at (1490, 795): R=85, G=64, B=35
Color at (1490, 795): R=85, G=65, B=35
Color at (1490, 795): R=85, G=64, B=36
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=84, G=63, B=38
Color at (1490, 795): R=84, G=62, B=38
Color at (1490, 795): R=85, G=62, B=38
Color at (1490, 795): R=85, G=62, B=38
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=84, G=63, B=37
Color at (1490, 795): R=83, G=64, B=38
Color at (1490, 795): R=82, G=64, B=39
Color at (1490, 795): R=141, G=223, B=217
Color at (1490, 795): R=90, G=92, B=42
Color at (1490, 795): R=84, G=68, B=40
Color at (1490, 795): R=85, G=66, B=40
Color at (1490, 795): R=85, G=65, B=40
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=86, G=65, B=37
Color at (1490, 795): R=85, G=65, B=36
Color at (1490, 795): R=85, G=65, B=35
Color at (1490, 795): R=85, G=66, B=36
Color at (1490, 795): R=85, G=66, B=37
Color at (1490, 795): R=85, G=65, B=37
Color at (1490, 795): R=84, G=64, B=37
Color at (1490, 795): R=84, G=64, B=37
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=84, G=61, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=85, G=63, B=34
Color at (1490, 795): R=85, G=64, B=34
Color at (1490, 795): R=86, G=64, B=34
Color at (1490, 795): R=85, G=64, B=34
Color at (1490, 795): R=84, G=63, B=34
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=83, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=63, B=37
Color at (1490, 795): R=84, G=63, B=37
Color at (1490, 795): R=84, G=63, B=38
Color at (1490, 795): R=83, G=63, B=38
Color at (1490, 795): R=83, G=64, B=38
Color at (1490, 795): R=87, G=75, B=46
Color at (1490, 795): R=87, G=95, B=53
Color at (1490, 795): R=88, G=70, B=41
Color at (1490, 795): R=86, G=67, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=87, G=66, B=40
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=84, G=63, B=37
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=86, G=64, B=40
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=84, G=65, B=40
Color at (1490, 795): R=85, G=70, B=45
Color at (1490, 795): R=196, G=239, B=237
Color at (1490, 795): R=108, G=123, B=45
Color at (1490, 795): R=90, G=77, B=41
Color at (1490, 795): R=92, G=76, B=41
Color at (1490, 795): R=91, G=75, B=41
Color at (1490, 795): R=89, G=72, B=39
Color at (1490, 795): R=89, G=70, B=39
Color at (1490, 795): R=90, G=69, B=40
Color at (1490, 795): R=88, G=66, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=88, G=66, B=39
Color at (1490, 795): R=87, G=66, B=40
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=85, G=65, B=38
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=84, G=66, B=38
Color at (1490, 795): R=85, G=72, B=45
Color at (1490, 795): R=125, G=219, B=211
Color at (1490, 795): R=88, G=67, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=89, G=65, B=41
Color at (1490, 795): R=89, G=65, B=41
Color at (1490, 795): R=89, G=65, B=41
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=85, G=65, B=40
Color at (1490, 795): R=86, G=77, B=50
Color at (1490, 795): R=174, G=232, B=229
Color at (1490, 795): R=93, G=96, B=44
Color at (1490, 795): R=91, G=70, B=43
Color at (1490, 795): R=91, G=68, B=42
Color at (1490, 795): R=90, G=67, B=41
Color at (1490, 795): R=92, G=68, B=42
Color at (1490, 795): R=90, G=66, B=41
Color at (1490, 795): R=90, G=66, B=41
Color at (1490, 795): R=90, G=66, B=41
Color at (1490, 795): R=90, G=66, B=41
Color at (1490, 795): R=89, G=66, B=41
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=67, B=40
Color at (1490, 795): R=88, G=67, B=39
Color at (1490, 795): R=108, G=150, B=78
Color at (1490, 795): R=236, G=252, B=211
Color at (1490, 795): R=88, G=68, B=43
Color at (1490, 795): R=87, G=66, B=42
Color at (1490, 795): R=88, G=66, B=42
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=86, G=65, B=41
Color at (1490, 795): R=87, G=65, B=41
Color at (1490, 795): R=87, G=65, B=41
Color at (1490, 795): R=87, G=65, B=41
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=87, G=65, B=41
Color at (1490, 795): R=86, G=65, B=41
Color at (1490, 795): R=86, G=65, B=41
Color at (1490, 795): R=86, G=66, B=41
Color at (1490, 795): R=86, G=66, B=41
Color at (1490, 795): R=85, G=67, B=41
Color at (1490, 795): R=98, G=157, B=135
Color at (1490, 795): R=95, G=86, B=50
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=89, G=66, B=41
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=87, G=66, B=40
Color at (1490, 795): R=93, G=98, B=66
Color at (1490, 795): R=86, G=77, B=42
Color at (1490, 795): R=83, G=67, B=40
Color at (1490, 795): R=84, G=65, B=39
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=64, B=41
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=89, G=67, B=37
Color at (1490, 795): R=90, G=67, B=37
Color at (1490, 795): R=90, G=67, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=64, B=38
Color at (1490, 795): R=89, G=64, B=38
Color at (1490, 795): R=89, G=64, B=38
Color at (1490, 795): R=89, G=64, B=38
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=63, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=68, B=43
Color at (1490, 795): R=94, G=209, B=202
Color at (1490, 795): R=95, G=110, B=38
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=87, G=66, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=87, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=64, B=40
Color at (1490, 795): R=86, G=64, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=65, B=41
Color at (1490, 795): R=89, G=84, B=58
Color at (1490, 795): R=207, G=242, B=240
Color at (1490, 795): R=85, G=74, B=42
Color at (1490, 795): R=83, G=66, B=40
Color at (1490, 795): R=87, G=66, B=41
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=85, G=65, B=39
Color at (1490, 795): R=87, G=65, B=41
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=86, G=65, B=37
Color at (1490, 795): R=86, G=65, B=37
Color at (1490, 795): R=86, G=66, B=37
Color at (1490, 795): R=87, G=66, B=37
Color at (1490, 795): R=86, G=66, B=37
Color at (1490, 795): R=86, G=66, B=37
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=62, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=39
Color at (1490, 795): R=85, G=63, B=39
Color at (1490, 795): R=86, G=63, B=39
Color at (1490, 795): R=86, G=63, B=39
Color at (1490, 795): R=86, G=63, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=65, B=41
Color at (1490, 795): R=86, G=69, B=45
Color at (1490, 795): R=208, G=243, B=241
Color at (1490, 795): R=89, G=73, B=41
Color at (1490, 795): R=86, G=67, B=40
Color at (1490, 795): R=87, G=66, B=40
Color at (1490, 795): R=86, G=66, B=40
Color at (1490, 795): R=86, G=66, B=40
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=85, G=64, B=40
Color at (1490, 795): R=85, G=65, B=40
Color at (1490, 795): R=84, G=64, B=40
Color at (1490, 795): R=84, G=65, B=40
Color at (1490, 795): R=84, G=65, B=41
Color at (1490, 795): R=84, G=66, B=41
Color at (1490, 795): R=84, G=68, B=43
Color at (1490, 795): R=90, G=91, B=58
Color at (1490, 795): R=231, G=251, B=202
Color at (1490, 795): R=85, G=64, B=40
